year,event_id,event_name,player_id,top20,model_p,model_p_rn,open_am,close_am,fair_open,fair_close,edge,ev,clv_pct
2024,10,Cognizant Classic in The Palm Beaches,8820,0,0.105504587155963,0.100159309994197,3000,3000,0.0246036708024244,0.0246023775682149,0.0755556391917724,2.26666917575317,0
2024,10,Cognizant Classic in The Palm Beaches,9171,0,0.105504587155963,0.100159309994197,800,700,0.0847459772083508,0.0953342130768329,0.015413332785846,0.123306662286768,0.125
2024,10,Cognizant Classic in The Palm Beaches,9586,1,0.20551724137931,0.195104929968906,900,1000,0.0762713794875157,0.0693339731467876,0.11883355048139,1.06950195433251,-0.0909090909090909
2024,10,Cognizant Classic in The Palm Beaches,10091,0,0.274509803921569,0.260602058058217,-200,-200,0.508475863250105,0.508449136409775,-0.247873805191888,-0.123936902595944,0
2024,10,Cognizant Classic in The Palm Beaches,10419,1,0.20551724137931,0.195104929968906,220,230,0.238348060898487,0.231113243822625,-0.043243130929581,-0.0951348880450781,-0.0303030303030302
2024,10,Cognizant Classic in The Palm Beaches,10423,0,0.0579710144927536,0.0550339749936608,3500,2800,0.0211864943020877,0.0262990932625746,0.0338474806915731,1.18466182420506,0.241379310344828
2024,10,Cognizant Classic in The Palm Beaches,10498,0,0.0746268656716418,0.0708459752716902,3500,3500,0.0211864943020877,0.0211853806837406,0.0496594809696025,1.73808183393609,0
2024,10,Cognizant Classic in The Palm Beaches,10873,1,0.105504587155963,0.100159309994197,1400,1600,0.0508475863250105,0.0448631590949802,0.0493117236691864,0.690364131368609,-0.117647058823529
2024,10,Cognizant Classic in The Palm Beaches,10943,0,0.105504587155963,0.100159309994197,650,550,0.101695172650021,0.117334416094564,-0.00153586265582412,-0.00998310726285676,0.153846153846154
2024,10,Cognizant Classic in The Palm Beaches,11276,1,0.105504587155963,0.100159309994197,280,360,0.200714156546094,0.16579863143797,-0.100554846551897,-0.281553570345312,-0.173913043478261
2024,10,Cognizant Classic in The Palm Beaches,11328,0,0.0645161290322581,0.0612474882993967,1600,4500,0.0448655173455975,0.016579863143797,0.0163819709537992,0.262111535260787,-0.630434782608696
2024,10,Cognizant Classic in The Palm Beaches,11889,0,0.114285714285714,0.108495550701788,350,350,0.169491954416702,0.169483045469925,-0.0609964037149132,-0.213487413002196,0
