edge_min,prob_min,ev_min,n_bets,n_wins,staked,pnl,roi,win_rate
0.05,0.2,0.2,429,77,429,26.43,6.16,17.9
0.1,0.2,0,342,60,342,17.99,5.26,17.5
0.1,0.2,0.05,342,60,342,17.99,5.26,17.5
0.1,0.2,0.1,342,60,342,17.99,5.26,17.5
0.05,0.16,0.2,481,82,481,25.13,5.22,17
0.055,0.2,0.2,423,75,423,21.73,5.14,17.7
0.045,0.2,0.2,434,77,434,21.43,4.94,17.7
0.1,0.2,0.15,340,58,340,15.43,4.54,17.1
0.1,0.2,0.2,340,58,340,15.43,4.54,17.1
0.01,0.2,0.2,437,77,437,18.43,4.22,17.6
0.015,0.2,0.2,437,77,437,18.43,4.22,17.6
0.02,0.2,0.2,437,77,437,18.43,4.22,17.6
0.025,0.2,0.2,437,77,437,18.43,4.22,17.6
0.03,0.2,0.2,437,77,437,18.43,4.22,17.6
0.035,0.2,0.2,437,77,437,18.43,4.22,17.6
0.04,0.2,0.2,437,77,437,18.43,4.22,17.6
0.045,0.16,0.2,486,82,486,20.13,4.14,16.9
0.055,0.16,0.2,469,79,469,19.33,4.12,16.8
0.05,0.2,0.15,445,79,445,17.11,3.84,17.8
0.06,0.2,0.2,410,71,410,14.78,3.6,17.3
0.055,0.2,0.15,437,77,437,14.41,3.3,17.6
0.065,0.2,0.2,400,69,400,13.18,3.3,17.2
0.05,0.16,0.15,497,84,497,15.81,3.18,16.9
0.06,0.16,0.2,454,75,454,14.38,3.17,16.5
0.01,0.13,0.2,563,89,563,15.83,2.81,15.8
0.015,0.13,0.2,563,89,563,15.83,2.81,15.8
0.02,0.13,0.2,563,89,563,15.83,2.81,15.8
0.025,0.13,0.2,563,89,563,15.83,2.81,15.8
0.05,0.19,0.2,450,78,450,12.53,2.78,17.3
0.095,0.2,0,356,62,356,9.87,2.77,17.4
0.095,0.2,0.05,356,62,356,9.87,2.77,17.4
0.095,0.2,0.1,356,62,356,9.87,2.77,17.4
0.07,0.2,0.2,393,67,393,10.73,2.73,17
0.05,0.2,0,459,83,459,12.41,2.7,18.1
0.05,0.2,0.05,459,83,459,12.41,2.7,18.1
0.04,0.16,0.2,493,82,493,13.13,2.66,16.6
0.05,0.2,0.1,457,82,457,11.91,2.61,17.9
0.1,0.19,0,351,60,351,8.99,2.56,17.1
0.1,0.19,0.05,351,60,351,8.99,2.56,17.1
0.1,0.19,0.1,351,60,351,8.99,2.56,17.1
0.07,0.2,0,403,71,403,10.21,2.53,17.6
0.07,0.2,0.05,403,71,403,10.21,2.53,17.6
0.07,0.2,0.1,403,71,403,10.21,2.53,17.6
0.055,0.16,0.15,483,81,483,12.01,2.49,16.8
0.05,0.15,0.2,494,82,494,12.13,2.46,16.6
0.055,0.2,0,450,81,450,10.71,2.38,18
0.055,0.2,0.05,450,81,450,10.71,2.38,18
0.095,0.2,0.15,353,60,353,8.31,2.35,17
0.055,0.2,0.1,448,80,448,10.21,2.28,17.9
0.09,0.2,0,366,64,366,8.17,2.23,17.5
0.09,0.2,0.05,366,64,366,8.17,2.23,17.5
0.09,0.2,0.1,366,64,366,8.17,2.23,17.5
0.03,0.13,0.2,557,88,557,12.33,2.21,15.8
0.05,0.16,0,511,88,511,11.11,2.17,17.2
0.05,0.16,0.05,511,88,511,11.11,2.17,17.2
0.05,0.16,0.1,509,87,509,10.61,2.08,17.1
0.05,0.18,0.2,461,79,461,9.43,2.05,17.1
0.085,0.2,0,373,66,373,7.66,2.05,17.7
0.085,0.2,0.05,373,66,373,7.66,2.05,17.7
0.085,0.2,0.1,373,66,373,7.66,2.05,17.7
0.065,0.2,0.15,408,70,408,7.86,1.93,17.2
0.095,0.2,0.2,352,59,352,6.63,1.88,16.8
0.07,0.2,0.15,399,68,399,7.41,1.86,17
0.035,0.16,0.2,497,82,497,9.13,1.84,16.5
0.1,0.19,0.15,349,58,349,6.43,1.84,16.6
0.1,0.19,0.2,349,58,349,6.43,1.84,16.6
0.05,0.17,0.2,472,80,472,8.63,1.83,16.9
0.09,0.2,0.15,363,62,363,6.61,1.82,17.1
0.045,0.2,0.15,454,79,454,8.11,1.79,17.4
0.05,0.14,0.2,509,83,509,9.13,1.79,16.3
0.065,0.16,0.2,441,72,441,7.88,1.79,16.3
0.06,0.2,0.15,420,72,420,7.46,1.78,17.1
0.075,0.2,0,394,69,394,6.71,1.7,17.5
0.075,0.2,0.05,394,69,394,6.71,1.7,17.5
0.075,0.2,0.1,394,69,394,6.71,1.7,17.5
0.085,0.2,0.2,365,62,365,6.18,1.69,17
0.055,0.16,0,496,85,496,8.31,1.68,17.1
0.055,0.16,0.05,496,85,496,8.31,1.68,17.1
0.045,0.19,0.2,455,78,455,7.53,1.65,17.1
0.01,0.16,0.2,498,82,498,8.13,1.63,16.5
0.015,0.16,0.2,498,82,498,8.13,1.63,16.5
0.02,0.16,0.2,498,82,498,8.13,1.63,16.5
0.025,0.16,0.2,498,82,498,8.13,1.63,16.5
0.03,0.16,0.2,498,82,498,8.13,1.63,16.5
0.075,0.2,0.2,385,65,385,6.23,1.62,16.9
0.065,0.2,0.1,416,73,416,6.66,1.6,17.5
0.055,0.16,0.1,494,84,494,7.81,1.58,17
0.08,0.2,0,383,67,383,6.06,1.58,17.5
0.08,0.2,0.05,383,67,383,6.06,1.58,17.5
0.08,0.2,0.1,383,67,383,6.06,1.58,17.5
0.06,0.16,0.15,464,76,464,7.06,1.52,16.4
0.08,0.2,0.2,374,63,374,5.58,1.49,16.8
0.045,0.15,0.2,499,82,499,7.13,1.43,16.4
0.065,0.2,0,417,73,417,5.66,1.36,17.5
0.065,0.2,0.05,417,73,417,5.66,1.36,17.5
0.09,0.2,0.2,362,61,362,4.93,1.36,16.9
0.045,0.16,0.15,506,84,506,6.81,1.35,16.6
0.085,0.2,0.15,369,63,369,4.86,1.32,17.1
0.055,0.15,0.2,482,79,482,6.33,1.31,16.4
0.055,0.14,0.2,494,80,494,6.33,1.28,16.2
0.07,0.16,0.2,434,70,434,5.43,1.25,16.1
0.06,0.2,0.1,429,75,429,5.26,1.23,17.5
0.1,0.18,0,356,60,356,3.99,1.12,16.9
0.1,0.18,0.05,356,60,356,3.99,1.12,16.9
0.1,0.18,0.1,356,60,356,3.99,1.12,16.9
0.07,0.16,0,444,74,444,4.91,1.11,16.7
0.07,0.16,0.05,444,74,444,4.91,1.11,16.7
0.07,0.16,0.1,444,74,444,4.91,1.11,16.7
0.055,0.19,0.2,440,75,440,4.73,1.08,17
0.06,0.16,0.1,473,79,473,4.86,1.03,16.7
0.075,0.2,0.15,390,66,390,3.91,1,16.9
0.06,0.2,0,430,75,430,4.26,0.99,17.4
0.06,0.2,0.05,430,75,430,4.26,0.99,17.4
0.045,0.18,0.2,466,79,466,4.43,0.95,17
0.06,0.14,0.2,476,76,476,4.38,0.92,16
0.04,0.2,0.15,458,79,458,4.11,0.9,17.2
0.08,0.2,0.15,379,64,379,3.26,0.86,16.9
0.06,0.16,0,474,79,474,3.86,0.81,16.7
0.06,0.16,0.05,474,79,474,3.86,0.81,16.7
0.045,0.14,0.2,514,83,514,4.13,0.8,16.1
0.01,0.19,0.2,459,78,459,3.53,0.77,17
0.015,0.19,0.2,459,78,459,3.53,0.77,17
0.02,0.19,0.2,459,78,459,3.53,0.77,17
0.025,0.19,0.2,459,78,459,3.53,0.77,17
0.03,0.19,0.2,459,78,459,3.53,0.77,17
0.035,0.19,0.2,459,78,459,3.53,0.77,17
0.04,0.19,0.2,459,78,459,3.53,0.77,17
0.045,0.17,0.2,477,80,477,3.63,0.76,16.8
0.02,0.2,0.05,516,95,516,3.68,0.71,18.4
0.05,0.19,0.15,466,80,466,3.21,0.69,17.2
0.065,0.16,0.15,449,73,449,2.56,0.57,16.3
0.05,0.15,0.15,510,84,510,2.81,0.55,16.5
0.045,0.2,0,475,85,475,2.5,0.53,17.9
0.045,0.2,0.05,475,85,475,2.5,0.53,17.9
0.06,0.15,0.2,466,75,466,2.38,0.51,16.1
0.07,0.16,0.15,440,71,440,2.11,0.48,16.1
0.055,0.17,0.2,461,77,461,1.83,0.4,16.7
0.1,0.18,0.15,354,58,354,1.43,0.4,16.4
0.1,0.18,0.2,354,58,354,1.43,0.4,16.4
0.01,0.2,0.1,498,89,498,1.96,0.39,17.9
0.015,0.2,0.1,498,89,498,1.96,0.39,17.9
0.02,0.2,0.1,498,89,498,1.96,0.39,17.9
0.055,0.18,0.2,451,76,451,1.63,0.36,16.9
0.02,0.2,0,520,96,520,1.68,0.32,18.5
0.065,0.16,0.1,457,76,457,1.36,0.3,16.6
0.045,0.2,0.1,471,83,471,1.36,0.29,17.6
0.01,0.15,0.2,513,83,513,1.43,0.28,16.2
0.015,0.15,0.2,513,83,513,1.43,0.28,16.2
0.02,0.15,0.2,513,83,513,1.43,0.28,16.2
0.025,0.15,0.2,513,83,513,1.43,0.28,16.2
0.03,0.15,0.2,513,83,513,1.43,0.28,16.2
0.095,0.19,0,365,62,365,0.87,0.24,17
0.095,0.19,0.05,365,62,365,0.87,0.24,17
0.095,0.19,0.1,365,62,365,0.87,0.24,17
0.045,0.16,0,527,90,527,1.2,0.23,17.1
0.045,0.16,0.05,527,90,527,1.2,0.23,17.1
0.015,0.2,0,533,100,533,0.94,0.18,18.8
0.065,0.16,0,458,76,458,0.36,0.08,16.6
0.065,0.16,0.05,458,76,458,0.36,0.08,16.6
0.015,0.2,0.05,524,96,524,0.33,0.06,18.3
0.04,0.15,0.2,506,82,506,0.13,0.03,16.2
0.01,0.2,0.15,462,79,462,0.11,0.02,17.1
0.015,0.2,0.15,462,79,462,0.11,0.02,17.1
0.02,0.2,0.15,462,79,462,0.11,0.02,17.1
0.025,0.2,0.15,462,79,462,0.11,0.02,17.1
0.03,0.2,0.15,462,79,462,0.11,0.02,17.1
0.035,0.2,0.15,462,79,462,0.11,0.02,17.1
0.05,0.18,0.15,477,81,477,0.11,0.02,17
0.045,0.16,0.1,523,88,523,0.06,0.01,16.8
0.05,0.14,0.15,525,85,525,-0.19,-0.04,16.2
0.09,0.16,0,389,65,389,-0.33,-0.08,16.7
0.09,0.16,0.05,389,65,389,-0.33,-0.08,16.7
0.09,0.16,0.1,389,65,389,-0.33,-0.08,16.7
0.01,0.18,0.2,471,79,471,-0.57,-0.12,16.8
0.015,0.18,0.2,471,79,471,-0.57,-0.12,16.8
0.02,0.18,0.2,471,79,471,-0.57,-0.12,16.8
0.025,0.18,0.2,471,79,471,-0.57,-0.12,16.8
0.03,0.18,0.2,471,79,471,-0.57,-0.12,16.8
0.035,0.18,0.2,471,79,471,-0.57,-0.12,16.8
0.04,0.18,0.2,471,79,471,-0.57,-0.12,16.8
0.01,0.2,0.05,525,96,525,-0.67,-0.13,18.3
0.05,0.17,0.15,488,82,488,-0.69,-0.14,16.8
0.05,0.13,0.2,531,84,531,-0.87,-0.16,15.8
0.055,0.14,0.15,508,82,508,-0.99,-0.19,16.1
0.095,0.19,0.15,362,60,362,-0.69,-0.19,16.6
0.055,0.15,0.15,496,81,496,-0.99,-0.2,16.3
0.09,0.19,0,375,64,375,-0.83,-0.22,17.1
0.09,0.19,0.05,375,64,375,-0.83,-0.22,17.1
0.09,0.19,0.1,375,64,375,-0.83,-0.22,17.1
0.04,0.16,0.15,514,84,514,-1.19,-0.23,16.3
0.04,0.2,0.1,478,84,478,-1.24,-0.26,17.6
0.035,0.13,0.2,553,86,553,-1.57,-0.28,15.6
0.1,0.17,0,361,60,361,-1.01,-0.28,16.6
0.1,0.17,0.05,361,60,361,-1.01,-0.28,16.6
0.1,0.17,0.1,361,60,361,-1.01,-0.28,16.6
0.05,0.19,0,480,84,480,-1.49,-0.31,17.5
0.05,0.19,0.05,480,84,480,-1.49,-0.31,17.5
0.05,0.15,0,524,88,524,-1.89,-0.36,16.8
0.05,0.15,0.05,524,88,524,-1.89,-0.36,16.8
0.01,0.16,0.1,566,96,566,-2.24,-0.4,17
0.015,0.16,0.1,566,96,566,-2.24,-0.4,17
0.05,0.19,0.1,478,83,478,-1.99,-0.42,17.4
0.04,0.2,0.05,484,86,484,-2.1,-0.43,17.8
0.05,0.15,0.1,522,87,522,-2.39,-0.46,16.7
0.065,0.15,0.2,451,72,451,-2.12,-0.47,16
0.025,0.2,0.1,497,88,497,-2.39,-0.48,17.7
0.04,0.17,0.2,483,80,483,-2.37,-0.49,16.6
0.09,0.16,0.15,386,63,386,-1.89,-0.49,16.3
0.06,0.19,0.2,427,71,427,-2.22,-0.52,16.6
0.055,0.19,0.15,454,77,454,-2.59,-0.57,17
0.06,0.14,0.15,486,77,486,-2.94,-0.6,15.8
0.04,0.2,0,485,86,485,-3.1,-0.64,17.7
0.09,0.19,0.15,372,62,372,-2.39,-0.64,16.7
0.095,0.19,0.2,361,59,361,-2.37,-0.66,16.3
0.025,0.2,0,512,93,512,-3.57,-0.7,18.2
0.025,0.2,0.05,510,92,510,-3.57,-0.7,18
0.035,0.17,0.2,484,80,484,-3.37,-0.7,16.5
0.06,0.17,0.2,446,73,446,-3.12,-0.7,16.4
0.035,0.15,0.2,510,82,510,-3.87,-0.76,16.1
0.07,0.15,0.2,443,70,443,-3.57,-0.81,15.8
0.1,0.16,0,363,60,363,-3.01,-0.83,16.5
0.1,0.16,0.05,363,60,363,-3.01,-0.83,16.5
0.1,0.16,0.1,363,60,363,-3.01,-0.83,16.5
0.03,0.2,0.1,494,87,494,-4.19,-0.85,17.6
0.01,0.14,0.2,531,84,531,-4.57,-0.86,15.8
0.015,0.14,0.2,531,84,531,-4.57,-0.86,15.8
0.02,0.14,0.2,531,84,531,-4.57,-0.86,15.8
0.025,0.14,0.2,531,84,531,-4.57,-0.86,15.8
0.03,0.14,0.2,531,84,531,-4.57,-0.86,15.8
0.085,0.19,0,384,66,384,-3.34,-0.87,17.2
0.085,0.19,0.05,384,66,384,-3.34,-0.87,17.2
0.085,0.19,0.1,384,66,384,-3.34,-0.87,17.2
0.02,0.13,0.05,656,108,656,-5.82,-0.89,16.5
0.025,0.12,0.2,584,89,584,-5.17,-0.89,15.2
0.01,0.17,0.2,485,80,485,-4.37,-0.9,16.5
0.015,0.17,0.2,485,80,485,-4.37,-0.9,16.5
0.02,0.17,0.2,485,80,485,-4.37,-0.9,16.5
0.025,0.17,0.2,485,80,485,-4.37,-0.9,16.5
0.03,0.17,0.2,485,80,485,-4.37,-0.9,16.5
0.055,0.14,0,521,86,521,-4.69,-0.9,16.5
0.055,0.14,0.05,521,86,521,-4.69,-0.9,16.5
0.07,0.15,0,453,74,453,-4.09,-0.9,16.3
0.07,0.15,0.05,453,74,453,-4.09,-0.9,16.3
0.07,0.15,0.1,453,74,453,-4.09,-0.9,16.3
0.05,0.14,0,539,89,539,-4.89,-0.91,16.5
0.05,0.14,0.05,539,89,539,-4.89,-0.91,16.5
0.055,0.15,0,509,85,509,-4.69,-0.92,16.7
0.055,0.15,0.05,509,85,509,-4.69,-0.92,16.7
0.065,0.19,0.2,417,69,417,-3.82,-0.92,16.5
0.04,0.14,0.2,523,83,523,-4.87,-0.93,15.9
0.05,0.18,0,491,85,491,-4.59,-0.93,17.3
0.05,0.18,0.05,491,85,491,-4.59,-0.93,17.3
0.09,0.16,0.2,385,62,385,-3.57,-0.93,16.1
0.02,0.16,0.05,583,101,583,-5.52,-0.95,17.3
0.06,0.18,0.2,437,72,437,-4.32,-0.99,16.5
0.1,0.17,0.15,359,58,359,-3.57,-0.99,16.2
0.1,0.17,0.2,359,58,359,-3.57,-0.99,16.2
0.03,0.2,0,505,91,505,-5.07,-1,18
0.05,0.14,0.1,537,88,537,-5.39,-1,16.4
0.055,0.14,0.1,519,85,519,-5.19,-1,16.4
0.03,0.2,0.05,503,90,503,-5.07,-1.01,17.9
0.055,0.15,0.1,507,84,507,-5.19,-1.02,16.6
0.05,0.18,0.1,489,84,489,-5.09,-1.04,17.2
0.06,0.14,0.1,495,80,495,-5.14,-1.04,16.2
0.06,0.15,0.15,476,76,476,-4.94,-1.04,16
0.05,0.17,0,502,86,502,-5.39,-1.07,17.1
0.05,0.17,0.05,502,86,502,-5.39,-1.07,17.1
0.045,0.13,0.2,536,84,536,-5.87,-1.1,15.7
0.09,0.19,0.2,371,61,371,-4.07,-1.1,16.4
0.035,0.2,0,497,89,497,-5.52,-1.11,17.9
0.035,0.2,0.05,495,88,495,-5.52,-1.12,17.8
0.095,0.18,0,370,62,370,-4.13,-1.12,16.8
0.095,0.18,0.05,370,62,370,-4.13,-1.12,16.8
0.095,0.18,0.1,370,62,370,-4.13,-1.12,16.8
0.04,0.13,0.2,547,85,547,-6.37,-1.16,15.5
0.055,0.17,0.15,475,79,475,-5.49,-1.16,16.6
0.02,0.13,0,660,109,660,-7.82,-1.18,16.5
0.02,0.13,0.1,638,102,638,-7.54,-1.18,16
0.05,0.17,0.1,500,85,500,-5.89,-1.18,17
0.045,0.15,0.15,519,84,519,-6.19,-1.19,16.2
0.01,0.2,0,543,101,543,-6.6,-1.21,18.6
0.085,0.16,0,400,67,400,-4.84,-1.21,16.8
0.085,0.16,0.05,400,67,400,-4.84,-1.21,16.8
0.085,0.16,0.1,400,67,400,-4.84,-1.21,16.8
0.01,0.12,0.2,586,89,586,-7.17,-1.22,15.2
0.015,0.12,0.2,586,89,586,-7.17,-1.22,15.2
0.02,0.12,0.2,586,89,586,-7.17,-1.22,15.2
0.04,0.16,0.1,534,89,534,-6.54,-1.22,16.7
0.045,0.19,0.15,475,80,475,-5.79,-1.22,16.8
0.055,0.18,0.15,465,78,465,-5.69,-1.22,16.8
0.06,0.14,0,496,80,496,-6.14,-1.24,16.1
0.06,0.14,0.05,496,80,496,-6.14,-1.24,16.1
0.02,0.16,0,587,102,587,-7.52,-1.28,17.4
0.02,0.16,0.1,565,95,565,-7.24,-1.28,16.8
0.085,0.19,0.2,376,62,376,-4.82,-1.28,16.5
0.015,0.13,0.1,645,103,645,-8.54,-1.32,16
0.075,0.16,0,432,71,432,-5.79,-1.34,16.4
0.075,0.16,0.05,432,71,432,-5.79,-1.34,16.4
0.075,0.16,0.1,432,71,432,-5.79,-1.34,16.4
0.055,0.19,0,467,81,467,-6.29,-1.35,17.3
0.055,0.19,0.05,467,81,467,-6.29,-1.35,17.3
0.015,0.16,0,606,107,606,-8.26,-1.36,17.7
0.035,0.2,0.1,488,85,488,-6.64,-1.36,17.4
0.03,0.13,0.15,584,90,584,-7.99,-1.37,15.4
0.04,0.16,0.05,540,91,540,-7.4,-1.37,16.9
0.025,0.13,0.15,594,91,594,-8.49,-1.43,15.3
0.055,0.19,0.1,465,80,465,-6.79,-1.46,17.2
0.06,0.15,0.1,485,79,485,-7.14,-1.47,16.3
0.01,0.13,0.1,646,103,646,-9.54,-1.48,15.9
0.075,0.16,0.2,423,67,423,-6.27,-1.48,15.8
0.015,0.16,0.05,597,103,597,-8.87,-1.49,17.3
0.03,0.12,0.2,578,88,578,-8.67,-1.5,15.2
0.07,0.15,0.15,449,71,449,-6.89,-1.53,15.8
0.07,0.19,0.2,410,67,410,-6.27,-1.53,16.3
0.09,0.18,0,380,64,380,-5.83,-1.53,16.8
0.09,0.18,0.05,380,64,380,-5.83,-1.53,16.8
0.09,0.18,0.1,380,64,380,-5.83,-1.53,16.8
0.1,0.16,0.15,361,58,361,-5.57,-1.54,16.1
0.1,0.16,0.2,361,58,361,-5.57,-1.54,16.1
0.04,0.16,0,541,91,541,-8.4,-1.55,16.8
0.095,0.18,0.15,367,60,367,-5.69,-1.55,16.3
0.085,0.16,0.2,392,63,392,-6.32,-1.61,16.1
0.065,0.15,0.15,459,73,459,-7.44,-1.62,15.9
0.07,0.19,0,420,71,420,-6.79,-1.62,16.9
0.07,0.19,0.05,420,71,420,-6.79,-1.62,16.9
0.07,0.19,0.1,420,71,420,-6.79,-1.62,16.9
0.085,0.19,0.15,380,63,380,-6.14,-1.62,16.6
0.06,0.15,0,486,79,486,-8.14,-1.67,16.3
0.06,0.15,0.05,486,79,486,-8.14,-1.67,16.3
0.045,0.14,0.15,534,85,534,-9.19,-1.72,15.9
0.08,0.19,0,396,67,396,-6.94,-1.75,16.9
0.08,0.19,0.05,396,67,396,-6.94,-1.75,16.9
0.08,0.19,0.1,396,67,396,-6.94,-1.75,16.9
0.035,0.16,0.15,522,84,522,-9.19,-1.76,16.1
0.045,0.18,0.15,486,81,486,-8.89,-1.83,16.7
0.065,0.15,0.1,467,76,467,-8.64,-1.85,16.3
0.09,0.15,0,396,65,396,-7.33,-1.85,16.4
0.09,0.15,0.05,396,65,396,-7.33,-1.85,16.4
0.09,0.15,0.1,396,65,396,-7.33,-1.85,16.4
0.05,0.13,0.15,547,86,547,-10.19,-1.86,15.7
0.035,0.14,0.2,528,83,528,-9.87,-1.87,15.7
0.055,0.17,0,488,83,488,-9.19,-1.88,17
0.055,0.17,0.05,488,83,488,-9.19,-1.88,17
0.025,0.13,0.1,630,100,630,-11.99,-1.9,15.9
0.1,0.15,0,367,60,367,-7.01,-1.91,16.3
0.1,0.15,0.05,367,60,367,-7.01,-1.91,16.3
0.1,0.15,0.1,367,60,367,-7.01,-1.91,16.3
0.08,0.19,0.2,387,63,387,-7.42,-1.92,16.3
0.085,0.16,0.15,396,64,396,-7.64,-1.93,16.2
0.045,0.17,0.15,497,82,497,-9.69,-1.95,16.5
0.055,0.18,0,478,82,478,-9.39,-1.96,17.2
0.055,0.18,0.05,478,82,478,-9.39,-1.96,17.2
0.09,0.18,0.15,377,62,377,-7.39,-1.96,16.4
0.01,0.16,0.05,600,103,600,-11.87,-1.98,17.2
0.055,0.17,0.1,486,82,486,-9.69,-1.99,16.9
0.03,0.13,0.1,616,98,616,-12.29,-2,15.9
0.075,0.16,0.15,428,68,428,-8.59,-2.01,15.9
0.095,0.18,0.2,366,59,366,-7.37,-2.01,16.1
0.025,0.13,0,645,105,645,-13.17,-2.04,16.3
0.025,0.13,0.05,643,104,643,-13.17,-2.05,16.2
0.065,0.15,0,468,76,468,-9.64,-2.06,16.2
0.065,0.15,0.05,468,76,468,-9.64,-2.06,16.2
0.055,0.18,0.1,476,81,476,-9.89,-2.08,17
0.055,0.13,0.2,511,80,511,-10.67,-2.09,15.7
0.03,0.13,0,627,102,627,-13.17,-2.1,16.3
0.03,0.13,0.05,625,101,625,-13.17,-2.11,16.2
0.015,0.13,0,685,114,685,-14.56,-2.12,16.6
0.065,0.19,0.15,425,70,425,-9.14,-2.15,16.5
0.06,0.13,0.2,491,76,491,-10.62,-2.16,15.5
0.06,0.19,0.15,437,72,437,-9.54,-2.18,16.5
0.045,0.15,0,540,90,540,-11.8,-2.19,16.7
0.045,0.15,0.05,540,90,540,-11.8,-2.19,16.7
0.015,0.13,0.05,676,110,676,-15.17,-2.24,16.3
0.01,0.13,0.15,599,91,599,-13.49,-2.25,15.2
0.015,0.13,0.15,599,91,599,-13.49,-2.25,15.2
0.02,0.13,0.15,599,91,599,-13.49,-2.25,15.2
0.04,0.19,0.15,480,80,480,-10.79,-2.25,16.7
0.09,0.15,0.15,393,63,393,-8.89,-2.26,16
0.075,0.19,0,410,69,410,-9.29,-2.27,16.8
0.075,0.19,0.05,410,69,410,-9.29,-2.27,16.8
0.075,0.19,0.1,410,69,410,-9.29,-2.27,16.8
0.06,0.17,0.15,456,74,456,-10.44,-2.29,16.2
0.045,0.19,0,496,86,496,-11.4,-2.3,17.3
0.045,0.19,0.05,496,86,496,-11.4,-2.3,17.3
0.07,0.19,0.15,416,68,416,-9.59,-2.31,16.3
0.03,0.16,0.15,525,84,525,-12.19,-2.32,16
0.07,0.14,0.2,450,70,450,-10.57,-2.35,15.6
0.05,0.12,0.2,543,84,543,-12.87,-2.37,15.5
0.065,0.19,0.1,433,73,433,-10.34,-2.39,16.9
0.085,0.18,0,390,66,390,-9.34,-2.39,16.9
0.085,0.18,0.05,390,66,390,-9.34,-2.39,16.9
0.085,0.18,0.1,390,66,390,-9.34,-2.39,16.9
0.045,0.15,0.1,536,88,536,-12.94,-2.41,16.4
0.07,0.14,0,460,74,460,-11.09,-2.41,16.1
0.07,0.14,0.05,460,74,460,-11.09,-2.41,16.1
0.07,0.14,0.1,460,74,460,-11.09,-2.41,16.1
0.09,0.18,0.2,376,61,376,-9.07,-2.41,16.2
0.065,0.14,0.2,460,72,460,-11.12,-2.42,15.7
0.075,0.19,0.2,401,65,401,-9.77,-2.44,16.2
0.02,0.19,0.05,540,96,540,-13.22,-2.45,17.8
0.065,0.17,0.2,434,70,434,-10.62,-2.45,16.1
0.08,0.19,0.15,392,64,392,-9.74,-2.48,16.3
0.045,0.19,0.1,492,84,492,-12.54,-2.55,17.1
0.06,0.18,0.15,447,73,447,-11.64,-2.6,16.3
0.065,0.19,0,434,73,434,-11.34,-2.61,16.8
0.065,0.19,0.05,434,73,434,-11.34,-2.61,16.8
0.01,0.18,0.1,535,92,535,-14.04,-2.62,17.2
0.015,0.18,0.1,535,92,535,-14.04,-2.62,17.2
0.1,0.15,0.15,365,58,365,-9.57,-2.62,15.9
0.1,0.15,0.2,365,58,365,-9.57,-2.62,15.9
0.06,0.19,0.1,446,75,446,-11.74,-2.63,16.8
0.05,0.13,0,561,90,561,-14.89,-2.65,16
0.05,0.13,0.05,561,90,561,-14.89,-2.65,16
0.035,0.16,0,557,94,557,-14.82,-2.66,16.9
0.035,0.16,0.05,555,93,555,-14.82,-2.67,16.8
0.045,0.14,0,555,91,555,-14.8,-2.67,16.4
0.045,0.14,0.05,555,91,555,-14.8,-2.67,16.4
0.01,0.16,0.15,527,84,527,-14.19,-2.69,15.9
0.015,0.16,0.15,527,84,527,-14.19,-2.69,15.9
0.02,0.15,0.05,602,102,602,-16.22,-2.69,16.9
0.02,0.16,0.15,527,84,527,-14.19,-2.69,15.9
0.025,0.16,0.15,527,84,527,-14.19,-2.69,15.9
0.04,0.15,0.15,527,84,527,-14.19,-2.69,15.9
0.095,0.17,0,376,62,376,-10.13,-2.69,16.5
0.095,0.17,0.05,376,62,376,-10.13,-2.69,16.5
0.095,0.17,0.1,376,62,376,-10.13,-2.69,16.5
0.09,0.15,0.2,392,62,392,-10.57,-2.7,15.8
0.1,0.14,0,370,60,370,-10.01,-2.71,16.2
0.1,0.14,0.05,370,60,370,-10.01,-2.71,16.2
0.1,0.14,0.1,370,60,370,-10.01,-2.71,16.2
0.06,0.17,0.1,465,77,465,-12.64,-2.72,16.6
0.05,0.13,0.1,559,89,559,-15.39,-2.75,15.9
0.02,0.19,0,544,97,544,-15.22,-2.8,17.8
0.085,0.18,0.2,382,62,382,-10.82,-2.83,16.2
0.06,0.19,0,447,75,447,-12.74,-2.85,16.8
0.06,0.19,0.05,447,75,447,-12.74,-2.85,16.8
0.01,0.19,0.1,522,90,522,-14.94,-2.86,17.2
0.015,0.19,0,557,101,557,-15.96,-2.86,18.1
0.015,0.19,0.1,522,90,522,-14.94,-2.86,17.2
0.02,0.19,0.1,522,90,522,-14.94,-2.86,17.2
0.045,0.18,0,507,87,507,-14.5,-2.86,17.2
0.045,0.18,0.05,507,87,507,-14.5,-2.86,17.2
0.01,0.15,0.1,589,97,589,-16.94,-2.88,16.5
0.01,0.16,0,618,108,618,-17.8,-2.88,17.5
0.015,0.15,0.1,589,97,589,-16.94,-2.88,16.5
0.045,0.14,0.1,551,89,551,-15.94,-2.89,16.2
0.035,0.16,0.1,548,90,548,-15.94,-2.91,16.4
0.085,0.15,0,407,67,407,-11.84,-2.91,16.5
0.085,0.15,0.05,407,67,407,-11.84,-2.91,16.5
0.085,0.15,0.1,407,67,407,-11.84,-2.91,16.5
0.06,0.17,0,466,77,466,-13.64,-2.93,16.5
0.06,0.17,0.05,466,77,466,-13.64,-2.93,16.5
0.045,0.17,0,518,88,518,-15.3,-2.95,17
0.045,0.17,0.05,518,88,518,-15.3,-2.95,17
